Dato;OvreTN;OvreInorganisk_N[mg/l];OvreOrganisk_N[mg/l];NedreTN;NedreInorganisk_N[mg/l];NedreOrganisk_N[mg/l]
2017-01-01;1.9585682;1.2375;0.7210681999999999;2.0596868250000004;1.03;1.0296868250000002
2017-01-02;1.85054213333333;1.248125;0.60241713333333;2.1487531187499997;1.0275;1.1212531187499999
2017-01-03;1.74251606666667;1.25875;0.48376606666667;2.2378194125;1.025;1.2128194125
2017-01-04;1.63449;1.269375;0.365115;2.32688570625;1.0225;1.3043857062500002
2017-01-05;1.63541705882353;1.28;0.35541705882353;2.4159520000000003;1.02;1.3959520000000003
2017-01-06;1.6363441176470601;1.276666666666667;0.35967745098039317;2.3358480666666703;1.0166666666666662;1.3191814000000042
2017-01-07;1.63727117647059;1.273333333333333;0.363937843137257;2.25574413333333;1.0133333333333339;1.242410799999996
2017-01-08;1.63819823529412;1.27;0.36819823529412;2.1756401999999997;1.01;1.1656402
2017-01-09;1.63912529411765;1.266666666666667;0.37245862745098296;2.09553626666667;1.0066666666666662;1.0888696000000042
2017-01-10;1.6400523529411801;1.263333333333333;0.37671901960784704;2.01543233333333;1.0033333333333339;1.012098999999996
2017-01-11;1.64097941176471;1.26;0.38097941176471;1.9353284000000002;1.0;0.9353284000000002
2017-01-12;1.64190647058824;1.256666666666667;0.385239803921573;1.85522446666667;0.996666666666666;0.8585578000000039
2017-01-13;1.6428335294117602;1.253333333333333;0.38950019607842706;1.7751205333333302;0.993333333333334;0.7817871999999961
