Dato;Inorganisk_N[mg/l];Organisk_N[mg/l]
2018-03-17;0.601025;0.2771376575000001
2018-03-18;0.58805;0.2850334650000001
2018-03-19;0.575075;0.2929292724999999
2018-03-20;0.5621;0.30082507999999997
2018-03-21;0.549125;0.3087208875
2018-03-22;0.53615;0.31661669500000006
2018-03-23;0.523175;0.3245125025000001
2018-03-24;0.5102;0.33240831
2018-03-25;0.49722500000000003;0.34030411749999995
2018-03-26;0.48425;0.348199925
2018-03-27;0.471275;0.35609573250000004
2018-03-28;0.45830000000000004;0.36399154000000006
2018-03-29;0.44532499999999997;0.37188734749999997
2018-03-30;0.43235;0.379783155
2018-03-31;0.419375;0.3876789625
2018-04-01;0.4064;0.3955747700000001
2018-04-02;0.393425;0.4034705774999999
2018-04-03;0.38045;0.411366385
2018-04-04;0.36747500000000005;0.41926219249999996
2018-04-05;0.3545;0.42715800000000004
2018-04-06;0.356625;0.42220410625
2018-04-07;0.35875;0.4172502125
2018-04-08;0.360875;0.41229631874999995
2018-04-09;0.363;0.40734242500000006
2018-04-10;0.36512500000000003;0.40238853125
2018-04-11;0.36725;0.3974346375
2018-04-12;0.369375;0.39248074374999997
2018-04-13;0.3715;0.38752685
2018-04-14;0.373625;0.38257295624999993
2018-04-15;0.37575000000000003;0.37761906250000005
2018-04-16;0.377875;0.37266516875000005
2018-04-17;0.38;0.367711275
2018-04-18;0.382125;0.36275738125
2018-04-19;0.38425;0.35780348749999996
2018-04-20;0.386375;0.3528495937500001
2018-04-21;0.3885;0.34789570000000003
2018-04-22;0.39494;0.353825132
2018-04-23;0.40138;0.35975456399999994
2018-04-24;0.40782;0.36568399600000007
2018-04-25;0.41426;0.371613428
2018-04-26;0.4207;0.37754286
2018-04-27;0.42714;0.38347229200000005
2018-04-28;0.4335800000000001;0.38940172399999995
2018-04-29;0.44001999999999997;0.39533115599999996
2018-04-30;0.44645999999999997;0.40126058800000003
2018-05-01;0.45289999999999997;0.40719002
2018-05-02;0.45934;0.41311945200000005
2018-05-03;0.46578;0.419048884
2018-05-04;0.47222;0.424978316
2018-05-05;0.47866;0.4309077480000001
2018-05-06;0.48510000000000003;0.43683718
2018-05-07;0.49154000000000003;0.44276661199999995
2018-05-08;0.49798000000000003;0.448696044
2018-05-09;0.50442;0.4546254760000001
2018-05-10;0.51086;0.460554908
2018-05-11;0.5173;0.4664843400000001
2018-05-12;0.52374;0.472413772
2018-05-13;0.5301800000000001;0.4783432039999999
2018-05-14;0.53662;0.48427263600000003
2018-05-15;0.54306;0.49020206800000005
2018-05-16;0.5495;0.49613149999999995
2018-05-17;0.5339545454545456;0.4949998636363645
2018-05-18;0.518409090909091;0.493868227272729
2018-05-19;0.502863636363636;0.49273659090909105
2018-05-20;0.48731818181818204;0.49160495454545394
2018-05-21;0.471772727272727;0.49047331818181794
2018-05-22;0.456227272727273;0.489341681818182
2018-05-23;0.44068181818181795;0.488210045454546
2018-05-24;0.42513636363636403;0.48707840909090905
2018-05-25;0.409590909090909;0.48594677272727305
2018-05-26;0.39404545454545403;0.484815136363637
2018-05-27;0.3785;0.4836835
2018-05-28;0.362954545454546;0.48255186363636304
2018-05-29;0.347409090909091;0.4814202272727271
2018-05-30;0.331863636363636;0.480288590909091
2018-05-31;0.316318181818182;0.47915695454545404
2018-06-01;0.300772727272727;0.478025318181818
2018-06-02;0.285227272727273;0.47689368181818204
2018-06-03;0.269681818181818;0.475762045454546
2018-06-04;0.254136363636364;0.474630409090909
